Disease,Symptoms,Severity
Pneumonia,"difficulty breathing,chest pain,shortness of breath,cough,chills,fever",High
Pneumonia,"fatigue,difficulty breathing,shortness of breath,chest pain,fever,cough",High
Pneumonia,"difficulty breathing,fatigue,cough,chills,fever,chest pain",High
Pneumonia,"chest pain,chills,fever,cough",High
Pneumonia,"cough,shortness of breath,fatigue,fever,chest pain",High
Pneumonia,"chills,shortness of breath,cough,fatigue,fever,chest pain",High
Pneumonia,"fever,difficulty breathing,cough,chest pain,fatigue,chills",High
Pneumonia,"shortness of breath,difficulty breathing,fatigue,chest pain,cough,fever,chills",High
Pneumonia,"difficulty breathing,chills,cough,chest pain,fatigue,shortness of breath,fever",High
Pneumonia,"chills,cough,fever,chest pain",High
Pneumonia,"chest pain,fever,cough,difficulty breathing,shortness of breath,chills",High
Pneumonia,"chest pain,chills,cough,fatigue,fever,difficulty breathing",High
Pneumonia,"fever,shortness of breath,chest pain,cough",High
Pneumonia,"cough,fever,chest pain,fatigue,shortness of breath",High
Pneumonia,"difficulty breathing,fatigue,chills,shortness of breath,chest pain,cough,fever",High
Pneumonia,"shortness of breath,chills,cough,chest pain,difficulty breathing,fatigue,fever",High
Pneumonia,"cough,chills,fatigue,fever,chest pain,shortness of breath",High
Pneumonia,"fever,chest pain,cough,fatigue",High
Pneumonia,"cough,shortness of breath,fever,fatigue,chest pain,difficulty breathing",High
Pneumonia,"difficulty breathing,chest pain,fatigue,fever,cough",High
Bronchitis,"chest discomfort,mucus production,persistent cough,shortness of breath,fatigue",Medium
Bronchitis,"fatigue,mucus production,mild fever,persistent cough,chest discomfort,shortness of breath",Medium
Bronchitis,"shortness of breath,chest discomfort,mucus production,persistent cough",Medium
Bronchitis,"shortness of breath,chest discomfort,persistent cough,mucus production,fatigue,mild fever",Medium
Bronchitis,"persistent cough,chest discomfort,fatigue,mucus production",Medium
Bronchitis,"persistent cough,mucus production,chest discomfort",Medium
Bronchitis,"persistent cough,mucus production,fatigue",Medium
Bronchitis,"persistent cough,mild fever,chest discomfort,mucus production,fatigue,shortness of breath",Medium
Bronchitis,"chest discomfort,mucus production,persistent cough",Medium
Bronchitis,"fatigue,mild fever,mucus production,shortness of breath,chest discomfort,persistent cough",Medium
Bronchitis,"mild fever,mucus production,shortness of breath,persistent cough",Medium
Bronchitis,"fatigue,shortness of breath,persistent cough,mucus production",Medium
Bronchitis,"shortness of breath,persistent cough,mucus production,fatigue",Medium
Bronchitis,"persistent cough,mild fever,mucus production",Medium
Bronchitis,"mild fever,persistent cough,chest discomfort,mucus production",Medium
Bronchitis,"mucus production,persistent cough,shortness of breath",Medium
Bronchitis,"mucus production,persistent cough,chest discomfort,mild fever,shortness of breath",Medium
Bronchitis,"mild fever,persistent cough,mucus production,shortness of breath,chest discomfort",Medium
Bronchitis,"persistent cough,shortness of breath,mild fever,mucus production,fatigue",Medium
Bronchitis,"mild fever,persistent cough,fatigue,mucus production",Medium
Bronchitis,"persistent cough,fatigue,chest discomfort,shortness of breath,mucus production,mild fever",Medium
Bronchitis,"fatigue,chest discomfort,shortness of breath,persistent cough,mild fever,mucus production",Medium
Bronchitis,"shortness of breath,fatigue,chest discomfort,mucus production,persistent cough",Medium
Bronchitis,"persistent cough,chest discomfort,mucus production,fatigue,shortness of breath",Medium
Bronchitis,"mucus production,shortness of breath,persistent cough,chest discomfort",Medium
Bronchitis,"chest discomfort,persistent cough,mucus production",Medium
Bronchitis,"fatigue,mucus production,chest discomfort,shortness of breath,mild fever,persistent cough",Medium
Bronchitis,"fatigue,mucus production,chest discomfort,shortness of breath,persistent cough",Medium
Bronchitis,"persistent cough,mucus production,chest discomfort",Medium
Bronchitis,"persistent cough,mucus production,shortness of breath,mild fever,fatigue",Medium
Bronchitis,"mucus production,chest discomfort,mild fever,persistent cough,fatigue",Medium
Bronchitis,"shortness of breath,mucus production,fatigue,persistent cough,chest discomfort,mild fever",Medium
Bronchitis,"mild fever,chest discomfort,persistent cough,mucus production,fatigue",Medium
Bronchitis,"persistent cough,fatigue,chest discomfort,mucus production,shortness of breath",Medium
Bronchitis,"chest discomfort,mild fever,persistent cough,fatigue,mucus production,shortness of breath",Medium
Bronchitis,"mucus production,mild fever,shortness of breath,persistent cough,chest discomfort",Medium
Bronchitis,"mild fever,mucus production,shortness of breath,persistent cough,chest discomfort",Medium
Bronchitis,"fatigue,mild fever,mucus production,persistent cough,shortness of breath,chest discomfort",Medium
Bronchitis,"mucus production,shortness of breath,persistent cough,chest discomfort",Medium
Bronchitis,"chest discomfort,mucus production,persistent cough,mild fever",Medium
Bronchitis,"shortness of breath,mucus production,persistent cough",Medium
Bronchitis,"mucus production,persistent cough,fatigue,mild fever,shortness of breath",Medium
Bronchitis,"mild fever,shortness of breath,persistent cough,fatigue,mucus production",Medium
Bronchitis,"mild fever,persistent cough,mucus production",Medium
Bronchitis,"persistent cough,mild fever,shortness of breath,mucus production,chest discomfort",Medium
Bronchitis,"shortness of breath,mucus production,persistent cough,fatigue",Medium
Bronchitis,"mucus production,shortness of breath,persistent cough",Medium
Bronchitis,"mucus production,persistent cough,chest discomfort",Medium
Bronchitis,"chest discomfort,fatigue,mucus production,persistent cough,mild fever,shortness of breath",Medium
Bronchitis,"fatigue,mild fever,mucus production,shortness of breath,persistent cough",Medium
Asthma,"fatigue,difficulty breathing,chest tightness,shortness of breath,wheezing",Medium
Asthma,"cough,wheezing,chest tightness,fatigue,shortness of breath",Medium
Asthma,"wheezing,difficulty breathing,shortness of breath,chest tightness",Medium
Asthma,"wheezing,chest tightness,difficulty breathing,shortness of breath",Medium
Asthma,"wheezing,cough,shortness of breath,chest tightness",Medium
Asthma,"wheezing,fatigue,shortness of breath,cough,difficulty breathing,chest tightness",Medium
Asthma,"chest tightness,wheezing,cough,shortness of breath",Medium
Asthma,"shortness of breath,wheezing,cough,chest tightness,fatigue,difficulty breathing",Medium
Asthma,"shortness of breath,chest tightness,cough,difficulty breathing,wheezing",Medium
Asthma,"chest tightness,difficulty breathing,wheezing,shortness of breath",Medium
Asthma,"difficulty breathing,chest tightness,shortness of breath,wheezing,fatigue",Medium
Asthma,"cough,fatigue,shortness of breath,chest tightness,wheezing",Medium
Asthma,"fatigue,difficulty breathing,chest tightness,shortness of breath,wheezing",Medium
Asthma,"cough,shortness of breath,wheezing,chest tightness,fatigue,difficulty breathing",Medium
Asthma,"chest tightness,wheezing,shortness of breath,fatigue",Medium
Asthma,"shortness of breath,wheezing,chest tightness,fatigue",Medium
Asthma,"wheezing,cough,shortness of breath,chest tightness,difficulty breathing",Medium
Asthma,"wheezing,shortness of breath,difficulty breathing,fatigue,cough,chest tightness",Medium
Asthma,"fatigue,shortness of breath,chest tightness,wheezing,cough",Medium
Asthma,"wheezing,shortness of breath,chest tightness,fatigue",Medium
Asthma,"fatigue,wheezing,shortness of breath,chest tightness,cough,difficulty breathing",Medium
Asthma,"cough,wheezing,chest tightness,shortness of breath,difficulty breathing",Medium
Asthma,"cough,chest tightness,shortness of breath,fatigue,wheezing",Medium
Asthma,"shortness of breath,chest tightness,difficulty breathing,wheezing,fatigue",Medium
Asthma,"cough,difficulty breathing,wheezing,shortness of breath,chest tightness,fatigue",Medium
Asthma,"chest tightness,wheezing,cough,shortness of breath,fatigue,difficulty breathing",Medium
Asthma,"chest tightness,shortness of breath,fatigue,wheezing,cough",Medium
Asthma,"wheezing,chest tightness,shortness of breath,cough,fatigue,difficulty breathing",Medium
Asthma,"shortness of breath,chest tightness,fatigue,wheezing",Medium
Asthma,"shortness of breath,wheezing,difficulty breathing,chest tightness",Medium
Asthma,"cough,shortness of breath,chest tightness,wheezing,fatigue",Medium
Asthma,"chest tightness,shortness of breath,wheezing,difficulty breathing,fatigue",Medium
Asthma,"fatigue,wheezing,chest tightness,shortness of breath",Medium
Asthma,"shortness of breath,chest tightness,fatigue,cough,difficulty breathing,wheezing",Medium
Asthma,"chest tightness,difficulty breathing,wheezing,shortness of breath,fatigue",Medium
Asthma,"wheezing,chest tightness,fatigue,shortness of breath,cough,difficulty breathing",Medium
Asthma,"difficulty breathing,chest tightness,wheezing,fatigue,shortness of breath",Medium
Asthma,"difficulty breathing,wheezing,cough,chest tightness,shortness of breath",Medium
Asthma,"difficulty breathing,wheezing,shortness of breath,chest tightness",Medium
Asthma,"difficulty breathing,shortness of breath,wheezing,chest tightness",Medium
Asthma,"fatigue,wheezing,shortness of breath,chest tightness",Medium
Asthma,"wheezing,fatigue,shortness of breath,chest tightness",Medium
Asthma,"cough,fatigue,shortness of breath,wheezing,chest tightness,difficulty breathing",Medium
Asthma,"wheezing,shortness of breath,chest tightness,fatigue,difficulty breathing",Medium
Asthma,"wheezing,fatigue,chest tightness,shortness of breath",Medium
Asthma,"difficulty breathing,wheezing,shortness of breath,chest tightness",Medium
Asthma,"chest tightness,fatigue,difficulty breathing,wheezing,shortness of breath",Medium
Asthma,"fatigue,cough,wheezing,chest tightness,difficulty breathing,shortness of breath",Medium
Asthma,"difficulty breathing,fatigue,chest tightness,cough,wheezing,shortness of breath",Medium
Asthma,"cough,difficulty breathing,wheezing,fatigue,chest tightness,shortness of breath",Medium
Sinusitis,"sneezing,facial pain,nasal congestion",Low
Sinusitis,"runny nose,loss of smell,facial pain,nasal congestion,headache,sneezing",Low
Sinusitis,"nasal congestion,headache,facial pain,runny nose",Low
Sinusitis,"sneezing,loss of smell,nasal congestion,facial pain",Low
Sinusitis,"nasal congestion,sneezing,runny nose,headache,loss of smell,facial pain",Low
Sinusitis,"sneezing,loss of smell,runny nose,nasal congestion,facial pain,headache",Low
Sinusitis,"headache,facial pain,nasal congestion,loss of smell,runny nose",Low
Sinusitis,"nasal congestion,headache,sneezing,facial pain,loss of smell",Low
Sinusitis,"runny nose,nasal congestion,facial pain,sneezing",Low
Sinusitis,"nasal congestion,facial pain,sneezing",Low
Sinusitis,"sneezing,nasal congestion,headache,loss of smell,runny nose,facial pain",Low
Sinusitis,"nasal congestion,loss of smell,facial pain",Low
Sinusitis,"sneezing,nasal congestion,facial pain",Low
Sinusitis,"facial pain,headache,nasal congestion",Low
Sinusitis,"headache,loss of smell,runny nose,facial pain,nasal congestion",Low
Sinusitis,"sneezing,facial pain,loss of smell,headache,runny nose,nasal congestion",Low
Sinusitis,"loss of smell,nasal congestion,facial pain",Low
Sinusitis,"sneezing,facial pain,loss of smell,runny nose,nasal congestion,headache",Low
Sinusitis,"facial pain,runny nose,nasal congestion",Low
Sinusitis,"nasal congestion,facial pain,headache",Low
Sinusitis,"nasal congestion,runny nose,facial pain",Low
Sinusitis,"facial pain,nasal congestion,headache",Low
Sinusitis,"headache,nasal congestion,runny nose,loss of smell,facial pain",Low
Sinusitis,"nasal congestion,sneezing,runny nose,facial pain",Low
Sinusitis,"headache,runny nose,nasal congestion,sneezing,loss of smell,facial pain",Low
Sinusitis,"loss of smell,nasal congestion,facial pain",Low
Sinusitis,"sneezing,facial pain,nasal congestion,loss of smell",Low
Sinusitis,"nasal congestion,loss of smell,facial pain",Low
Sinusitis,"facial pain,sneezing,nasal congestion",Low
Sinusitis,"loss of smell,facial pain,runny nose,nasal congestion,headache",Low
Sinusitis,"sneezing,headache,loss of smell,facial pain,nasal congestion",Low
Sinusitis,"facial pain,nasal congestion,loss of smell,runny nose",Low
Sinusitis,"nasal congestion,sneezing,facial pain",Low
Sinusitis,"nasal congestion,facial pain,loss of smell,sneezing",Low
Sinusitis,"runny nose,headache,facial pain,sneezing,nasal congestion",Low
Sinusitis,"facial pain,headache,nasal congestion",Low
Sinusitis,"nasal congestion,sneezing,facial pain,headache,runny nose",Low
Sinusitis,"nasal congestion,facial pain,headache,sneezing",Low
Sinusitis,"runny nose,headache,nasal congestion,facial pain,sneezing,loss of smell",Low
Sinusitis,"headache,nasal congestion,facial pain,sneezing,runny nose,loss of smell",Low
Sinusitis,"loss of smell,facial pain,nasal congestion",Low
Sinusitis,"nasal congestion,runny nose,sneezing,facial pain",Low
Sinusitis,"sneezing,nasal congestion,headache,runny nose,loss of smell,facial pain",Low
Sinusitis,"facial pain,loss of smell,sneezing,headache,nasal congestion,runny nose",Low
Sinusitis,"loss of smell,headache,runny nose,sneezing,nasal congestion,facial pain",Low
Sinusitis,"sneezing,runny nose,nasal congestion,headache,loss of smell,facial pain",Low
Sinusitis,"facial pain,nasal congestion,runny nose",Low
Sinusitis,"sneezing,headache,nasal congestion,facial pain,runny nose",Low
Sinusitis,"runny nose,nasal congestion,facial pain,loss of smell",Low
Sinusitis,"nasal congestion,runny nose,sneezing,loss of smell,facial pain",Low
Migraine,"severe headache,nausea,dizziness,blurred vision",Medium
Migraine,"light sensitivity,severe headache,dizziness,blurred vision,nausea",Medium
Migraine,"severe headache,nausea,blurred vision",Medium
Migraine,"blurred vision,nausea,dizziness,severe headache,vomiting",Medium
Migraine,"dizziness,nausea,vomiting,severe headache,light sensitivity",Medium
Migraine,"blurred vision,nausea,severe headache",Medium
Migraine,"nausea,vomiting,severe headache",Medium
Migraine,"nausea,vomiting,dizziness,blurred vision,light sensitivity,severe headache",Medium
Migraine,"light sensitivity,severe headache,nausea,blurred vision,dizziness,vomiting",Medium
Migraine,"severe headache,light sensitivity,vomiting,nausea",Medium
Migraine,"vomiting,nausea,dizziness,severe headache",Medium
Migraine,"nausea,vomiting,severe headache,light sensitivity",Medium
Migraine,"light sensitivity,severe headache,nausea",Medium
Migraine,"light sensitivity,severe headache,nausea,dizziness",Medium
Migraine,"nausea,severe headache,vomiting",Medium
Migraine,"nausea,severe headache,light sensitivity,vomiting,dizziness",Medium
